name,org_id,year,age_group,gender,volunteers
True Minds 23,O23,2019,18-25,Male,43
True Minds 23,O23,2019,26-45,Female,4
True Minds 23,O23,2019,26-45,Male,50
True Minds 23,O23,2019,46-60,Female,0
True Minds 23,O23,2019,46-60,Male,14
True Minds 23,O23,2019,Above 60,Female,121
True Minds 23,O23,2019,Above 60,Male,2
True Minds 23,O23,2020,18-25,Female,79
True Minds 23,O23,2020,18-25,Male,31
True Minds 23,O23,2020,26-45,Female,0
True Minds 23,O23,2020,26-45,Male,19
True Minds 23,O23,2020,46-60,Female,50
True Minds 23,O23,2020,46-60,Male,24
True Minds 23,O23,2020,Above 60,Female,14
True Minds 23,O23,2020,Above 60,Male,38
True Minds 23,O23,2021,18-25,Female,15
True Minds 23,O23,2021,18-25,Male,16
True Minds 23,O23,2021,26-45,Female,2
True Minds 23,O23,2021,26-45,Male,120
True Minds 23,O23,2021,46-60,Female,38
True Minds 23,O23,2021,46-60,Male,0
True Minds 23,O23,2021,Above 60,Female,94
True Minds 23,O23,2021,Above 60,Male,18
True Minds 23,O23,2022,18-25,Female,29
True Minds 23,O23,2022,18-25,Male,9
True Minds 23,O23,2022,26-45,Female,23
True Minds 23,O23,2022,26-45,Male,0
True Minds 23,O23,2022,46-60,Female,71
True Minds 23,O23,2022,46-60,Male,3
True Minds 23,O23,2022,Above 60,Female,87
True Minds 23,O23,2022,Above 60,Male,1
True Minds 23,O23,2023,18-25,Female,26
True Minds 23,O23,2023,18-25,Male,105
True Minds 23,O23,2023,26-45,Female,44
True Minds 23,O23,2023,26-45,Male,16
True Minds 23,O23,2023,46-60,Female,82
True Minds 23,O23,2023,46-60,Male,0
True Minds 23,O23,2023,Above 60,Female,41
True Minds 23,O23,2023,Above 60,Male,58
True Minds 23,O23,2024,18-25,Female,67
True Minds 23,O23,2024,18-25,Male,102
True Minds 23,O23,2024,26-45,Female,3
True Minds 23,O23,2024,26-45,Male,21
True Minds 23,O23,2024,46-60,Female,83
True Minds 23,O23,2024,46-60,Male,0
True Minds 23,O23,2024,Above 60,Female,4
True Minds 23,O23,2024,Above 60,Male,49
Open Access 24,O24,2018,18-25,Female,88
Open Access 24,O24,2018,18-25,Male,0
Open Access 24,O24,2018,26-45,Female,36
Open Access 24,O24,2018,26-45,Male,62
Open Access 24,O24,2018,46-60,Female,101
Open Access 24,O24,2018,46-60,Male,196
Open Access 24,O24,2018,Above 60,Female,32
Open Access 24,O24,2018,Above 60,Male,6
Open Access 24,O24,2019,18-25,Female,17
Open Access 24,O24,2019,18-25,Male,270
Open Access 24,O24,2019,26-45,Female,5
Open Access 24,O24,2019,26-45,Male,20
Open Access 24,O24,2019,46-60,Female,0
Open Access 24,O24,2019,46-60,Male,13
Open Access 24,O24,2019,Above 60,Female,15
Open Access 24,O24,2019,Above 60,Male,130
Open Access 24,O24,2020,18-25,Female,229
Open Access 24,O24,2020,18-25,Male,36
Open Access 24,O24,2020,26-45,Female,29
Open Access 24,O24,2020,26-45,Male,5
Open Access 24,O24,2020,46-60,Female,2
Open Access 24,O24,2020,46-60,Male,0
Open Access 24,O24,2020,Above 60,Female,74
Open Access 24,O24,2020,Above 60,Male,47
Open Access 24,O24,2021,18-25,Female,69
Open Access 24,O24,2021,18-25,Male,99
Open Access 24,O24,2021,26-45,Female,4
Open Access 24,O24,2021,26-45,Male,24
Open Access 24,O24,2021,46-60,Female,123
Open Access 24,O24,2021,46-60,Male,0
Open Access 24,O24,2021,Above 60,Female,210
Open Access 24,O24,2021,Above 60,Male,14
Open Access 24,O24,2022,18-25,Female,186
Open Access 24,O24,2022,18-25,Male,43
Open Access 24,O24,2022,26-45,Female,33
Open Access 24,O24,2022,26-45,Male,111
Open Access 24,O24,2022,46-60,Female,1
Open Access 24,O24,2022,46-60,Male,31
Open Access 24,O24,2022,Above 60,Female,33
Open Access 24,O24,2022,Above 60,Male,0
Open Access 24,O24,2023,18-25,Female,30
Open Access 24,O24,2023,18-25,Male,26
Open Access 24,O24,2023,26-45,Female,277
Open Access 24,O24,2023,26-45,Male,110
Open Access 24,O24,2023,46-60,Female,24
Open Access 24,O24,2023,46-60,Male,0
Open Access 24,O24,2023,Above 60,Female,49
Open Access 24,O24,2023,Above 60,Male,40
Open Access 24,O24,2024,18-25,Female,40
Open Access 24,O24,2024,18-25,Male,23
Open Access 24,O24,2024,26-45,Female,24
Open Access 24,O24,2024,26-45,Male,123
Open Access 24,O24,2024,46-60,Female,161
Open Access 24,O24,2024,46-60,Male,80
Open Access 24,O24,2024,Above 60,Female,0
Open Access 24,O24,2024,Above 60,Male,54
Hope Path 25,O25,2016,18-25,Female,293
Hope Path 25,O25,2016,18-25,Male,43
Hope Path 25,O25,2016,26-45,Female,1
Hope Path 25,O25,2016,26-45,Male,110
Hope Path 25,O25,2016,46-60,Female,0
Hope Path 25,O25,2016,46-60,Male,4
Hope Path 25,O25,2016,Above 60,Female,64
Hope Path 25,O25,2016,Above 60,Male,11
Hope Path 25,O25,2017,18-25,Female,47
Hope Path 25,O25,2017,18-25,Male,84
Hope Path 25,O25,2017,26-45,Female,281
Hope Path 25,O25,2017,26-45,Male,19
Hope Path 25,O25,2017,46-60,Female,95
Hope Path 25,O25,2017,46-60,Male,0
Hope Path 25,O25,2017,Above 60,Female,10
Hope Path 25,O25,2017,Above 60,Male,25
Hope Path 25,O25,2018,18-25,Female,148
Hope Path 25,O25,2018,18-25,Male,36
Hope Path 25,O25,2018,26-45,Female,16
Hope Path 25,O25,2018,26-45,Male,26
Hope Path 25,O25,2018,46-60,Female,10
Hope Path 25,O25,2018,46-60,Male,147
Hope Path 25,O25,2018,Above 60,Female,154
Hope Path 25,O25,2018,Above 60,Male,0
Hope Path 25,O25,2019,18-25,Female,37
Hope Path 25,O25,2019,18-25,Male,7
Hope Path 25,O25,2019,26-45,Female,0
Hope Path 25,O25,2019,26-45,Male,17
Hope Path 25,O25,2019,46-60,Female,269
Hope Path 25,O25,2019,46-60,Male,9
Hope Path 25,O25,2019,Above 60,Female,79
Hope Path 25,O25,2019,Above 60,Male,80
Hope Path 25,O25,2020,18-25,Female,53
Hope Path 25,O25,2020,18-25,Male,17
Hope Path 25,O25,2020,26-45,Female,113
Hope Path 25,O25,2020,26-45,Male,0
Hope Path 25,O25,2020,46-60,Female,109
Hope Path 25,O25,2020,46-60,Male,48
Hope Path 25,O25,2020,Above 60,Female,72
Hope Path 25,O25,2020,Above 60,Male,4
Hope Path 25,O25,2021,18-25,Female,22
Hope Path 25,O25,2021,18-25,Male,38
Hope Path 25,O25,2021,26-45,Female,169
Hope Path 25,O25,2021,26-45,Male,78
Hope Path 25,O25,2021,46-60,Female,59
Hope Path 25,O25,2021,46-60,Male,0
Hope Path 25,O25,2021,Above 60,Female,30
Hope Path 25,O25,2021,Above 60,Male,17
Hope Path 25,O25,2022,18-25,Female,6
Hope Path 25,O25,2022,18-25,Male,0
Hope Path 25,O25,2022,26-45,Female,85
Hope Path 25,O25,2022,26-45,Male,106
Hope Path 25,O25,2022,46-60,Female,91
Hope Path 25,O25,2022,46-60,Male,286
Hope Path 25,O25,2022,Above 60,Female,0
Hope Path 25,O25,2022,Above 60,Male,0
Hope Path 25,O25,2023,18-25,Female,140
Hope Path 25,O25,2023,18-25,Male,43
Hope Path 25,O25,2023,26-45,Female,99
Hope Path 25,O25,2023,26-45,Male,55
Hope Path 25,O25,2023,46-60,Female,31
Hope Path 25,O25,2023,46-60,Male,38
Hope Path 25,O25,2023,Above 60,Female,0
Hope Path 25,O25,2023,Above 60,Male,86
Hope Path 25,O25,2024,18-25,Female,268
Hope Path 25,O25,2024,18-25,Male,73
Hope Path 25,O25,2024,26-45,Female,115
Hope Path 25,O25,2024,26-45,Male,19
Hope Path 25,O25,2024,46-60,Female,29
Hope Path 25,O25,2024,46-60,Male,0
Hope Path 25,O25,2024,Above 60,Female,0
Hope Path 25,O25,2024,Above 60,Male,51
Nova Earth 26,O26,2016,18-25,Female,104
Nova Earth 26,O26,2016,18-25,Male,83
Nova Earth 26,O26,2016,26-45,Female,94
Nova Earth 26,O26,2016,26-45,Male,0
Nova Earth 26,O26,2016,46-60,Female,48
Nova Earth 26,O26,2016,46-60,Male,137
Nova Earth 26,O26,2016,Above 60,Female,0
Nova Earth 26,O26,2016,Above 60,Male,106
Nova Earth 26,O26,2017,18-25,Female,0
Nova Earth 26,O26,2017,18-25,Male,121
Nova Earth 26,O26,2017,26-45,Female,10
Nova Earth 26,O26,2017,26-45,Male,44
Nova Earth 26,O26,2017,46-60,Female,129
Nova Earth 26,O26,2017,46-60,Male,18
Nova Earth 26,O26,2017,Above 60,Female,149
Nova Earth 26,O26,2017,Above 60,Male,182
Nova Earth 26,O26,2018,18-25,Female,141
Nova Earth 26,O26,2018,18-25,Male,39
Nova Earth 26,O26,2018,26-45,Female,42
Nova Earth 26,O26,2018,26-45,Male,253
Nova Earth 26,O26,2018,46-60,Female,0
Nova Earth 26,O26,2018,46-60,Male,20
Nova Earth 26,O26,2018,Above 60,Female,29
Nova Earth 26,O26,2018,Above 60,Male,174
Nova Earth 26,O26,2019,18-25,Female,182
Nova Earth 26,O26,2019,18-25,Male,39
Nova Earth 26,O26,2019,26-45,Female,156
Nova Earth 26,O26,2019,26-45,Male,20
Nova Earth 26,O26,2019,46-60,Female,51
Nova Earth 26,O26,2019,46-60,Male,0
Nova Earth 26,O26,2019,Above 60,Female,33
Nova Earth 26,O26,2019,Above 60,Male,142
Nova Earth 26,O26,2020,18-25,Female,84
Nova Earth 26,O26,2020,18-25,Male,213
Nova Earth 26,O26,2020,26-45,Female,64
Nova Earth 26,O26,2020,26-45,Male,162
Nova Earth 26,O26,2020,46-60,Female,64
Nova Earth 26,O26,2020,46-60,Male,0
Nova Earth 26,O26,2020,Above 60,Female,14
Nova Earth 26,O26,2020,Above 60,Male,21
Nova Earth 26,O26,2021,18-25,Female,3
Nova Earth 26,O26,2021,18-25,Male,18
Nova Earth 26,O26,2021,26-45,Female,115
Nova Earth 26,O26,2021,26-45,Male,250
Nova Earth 26,O26,2021,46-60,Female,30
Nova Earth 26,O26,2021,46-60,Male,58
Nova Earth 26,O26,2021,Above 60,Female,0
Nova Earth 26,O26,2021,Above 60,Male,103
Nova Earth 26,O26,2022,18-25,Female,116
Nova Earth 26,O26,2022,18-25,Male,0
Nova Earth 26,O26,2022,26-45,Female,60
Nova Earth 26,O26,2022,26-45,Male,175
Nova Earth 26,O26,2022,46-60,Female,30
Nova Earth 26,O26,2022,46-60,Male,187
Nova Earth 26,O26,2022,Above 60,Female,55
Nova Earth 26,O26,2022,Above 60,Male,106
Nova Earth 26,O26,2023,18-25,Female,322
Nova Earth 26,O26,2023,18-25,Male,133
Nova Earth 26,O26,2023,26-45,Female,18
Nova Earth 26,O26,2023,26-45,Male,0
Nova Earth 26,O26,2023,46-60,Female,28
Nova Earth 26,O26,2023,46-60,Male,86
Nova Earth 26,O26,2023,Above 60,Female,89
Nova Earth 26,O26,2023,Above 60,Male,0
Nova Earth 26,O26,2024,18-25,Female,151
Nova Earth 26,O26,2024,18-25,Male,76
Nova Earth 26,O26,2024,26-45,Female,346
Nova Earth 26,O26,2024,26-45,Male,29
Nova Earth 26,O26,2024,46-60,Female,16
Nova Earth 26,O26,2024,46-60,Male,0
Nova Earth 26,O26,2024,Above 60,Female,111
Nova Earth 26,O26,2024,Above 60,Male,7
East Community 27,O27,2015,18-25,Female,38
East Community 27,O27,2015,18-25,Male,20
East Community 27,O27,2015,26-45,Female,14
East Community 27,O27,2015,26-45,Male,0
East Community 27,O27,2015,46-60,Female,178
East Community 27,O27,2015,46-60,Male,11
East Community 27,O27,2015,Above 60,Female,146
East Community 27,O27,2015,Above 60,Male,15
East Community 27,O27,2016,18-25,Female,68
East Community 27,O27,2016,18-25,Male,47
East Community 27,O27,2016,26-45,Female,53
East Community 27,O27,2016,26-45,Male,154
East Community 27,O27,2016,46-60,Female,15
East Community 27,O27,2016,46-60,Male,38
East Community 27,O27,2016,Above 60,Female,27
East Community 27,O27,2016,Above 60,Male,0
East Community 27,O27,2017,18-25,Female,3
East Community 27,O27,2017,18-25,Male,124
East Community 27,O27,2017,26-45,Female,0
East Community 27,O27,2017,26-45,Male,26
East Community 27,O27,2017,46-60,Female,148
East Community 27,O27,2017,46-60,Male,15
East Community 27,O27,2017,Above 60,Female,54
East Community 27,O27,2017,Above 60,Male,21
East Community 27,O27,2018,18-25,Female,24
East Community 27,O27,2018,18-25,Male,192
East Community 27,O27,2018,26-45,Female,163
East Community 27,O27,2018,26-45,Male,5
East Community 27,O27,2018,46-60,Female,8
East Community 27,O27,2018,46-60,Male,0
East Community 27,O27,2018,Above 60,Female,1
East Community 27,O27,2018,Above 60,Male,15
East Community 27,O27,2019,18-25,Female,7
East Community 27,O27,2019,18-25,Male,0
East Community 27,O27,2019,26-45,Female,124
East Community 27,O27,2019,26-45,Male,100
East Community 27,O27,2019,46-60,Female,122
East Community 27,O27,2019,46-60,Male,8
East Community 27,O27,2019,Above 60,Female,34
East Community 27,O27,2019,Above 60,Male,5
East Community 27,O27,2020,18-25,Female,59
East Community 27,O27,2020,18-25,Male,8
East Community 27,O27,2020,26-45,Female,75
East Community 27,O27,2020,26-45,Male,105
East Community 27,O27,2020,46-60,Female,33
East Community 27,O27,2020,46-60,Male,0
East Community 27,O27,2020,Above 60,Female,93
East Community 27,O27,2020,Above 60,Male,25
East Community 27,O27,2021,18-25,Female,0
East Community 27,O27,2021,18-25,Male,41
East Community 27,O27,2021,26-45,Female,4
East Community 27,O27,2021,26-45,Male,134
East Community 27,O27,2021,46-60,Female,14
East Community 27,O27,2021,46-60,Male,12
East Community 27,O27,2021,Above 60,Female,93
East Community 27,O27,2021,Above 60,Male,37
East Community 27,O27,2022,18-25,Female,86
East Community 27,O27,2022,18-25,Male,35
East Community 27,O27,2022,26-45,Female,124
East Community 27,O27,2022,26-45,Male,0
East Community 27,O27,2022,46-60,Female,34
East Community 27,O27,2022,46-60,Male,41
East Community 27,O27,2022,Above 60,Female,177
East Community 27,O27,2022,Above 60,Male,7
East Community 27,O27,2023,18-25,Female,34
East Community 27,O27,2023,18-25,Male,12
East Community 27,O27,2023,26-45,Female,174
East Community 27,O27,2023,26-45,Male,29
East Community 27,O27,2023,46-60,Female,0
East Community 27,O27,2023,46-60,Male,60
East Community 27,O27,2023,Above 60,Female,90
East Community 27,O27,2023,Above 60,Male,3
East Community 27,O27,2024,18-25,Female,370
East Community 27,O27,2024,18-25,Male,18
East Community 27,O27,2024,26-45,Female,8
East Community 27,O27,2024,26-45,Male,1
East Community 27,O27,2024,46-60,Female,11
East Community 27,O27,2024,46-60,Male,10
East Community 27,O27,2024,Above 60,Female,0
East Community 27,O27,2024,Above 60,Male,22
Nova Alliance 28,O28,2015,18-25,Female,146
Nova Alliance 28,O28,2015,18-25,Male,55
Nova Alliance 28,O28,2015,26-45,Female,4
Nova Alliance 28,O28,2015,26-45,Male,54
Nova Alliance 28,O28,2015,46-60,Female,74
Nova Alliance 28,O28,2015,46-60,Male,0
Nova Alliance 28,O28,2015,Above 60,Female,36
Nova Alliance 28,O28,2015,Above 60,Male,73
Nova Alliance 28,O28,2016,18-25,Female,216
Nova Alliance 28,O28,2016,18-25,Male,0
Nova Alliance 28,O28,2016,26-45,Female,22
Nova Alliance 28,O28,2016,26-45,Male,48
Nova Alliance 28,O28,2016,46-60,Female,71
Nova Alliance 28,O28,2016,46-60,Male,74
Nova Alliance 28,O28,2016,Above 60,Female,17
Nova Alliance 28,O28,2016,Above 60,Male,5
Nova Alliance 28,O28,2017,18-25,Female,137
Nova Alliance 28,O28,2017,18-25,Male,13
Nova Alliance 28,O28,2017,26-45,Female,4
Nova Alliance 28,O28,2017,26-45,Male,46
Nova Alliance 28,O28,2017,46-60,Female,7
Nova Alliance 28,O28,2017,46-60,Male,171
Nova Alliance 28,O28,2017,Above 60,Female,0
Nova Alliance 28,O28,2017,Above 60,Male,4
Nova Alliance 28,O28,2018,18-25,Female,0
Nova Alliance 28,O28,2018,18-25,Male,9
Nova Alliance 28,O28,2018,26-45,Female,15
Nova Alliance 28,O28,2018,26-45,Male,47
Nova Alliance 28,O28,2018,46-60,Female,26
Nova Alliance 28,O28,2018,46-60,Male,18
Nova Alliance 28,O28,2018,Above 60,Female,268
Nova Alliance 28,O28,2018,Above 60,Male,27
Nova Alliance 28,O28,2019,18-25,Female,39
Nova Alliance 28,O28,2019,18-25,Male,30
Nova Alliance 28,O28,2019,26-45,Female,61
Nova Alliance 28,O28,2019,26-45,Male,63
Nova Alliance 28,O28,2019,46-60,Female,49
Nova Alliance 28,O28,2019,46-60,Male,128
Nova Alliance 28,O28,2019,Above 60,Female,51
Nova Alliance 28,O28,2019,Above 60,Male,0
Nova Alliance 28,O28,2020,18-25,Female,30
Nova Alliance 28,O28,2020,18-25,Male,91
Nova Alliance 28,O28,2020,26-45,Female,63
Nova Alliance 28,O28,2020,26-45,Male,54
Nova Alliance 28,O28,2020,46-60,Female,0
Nova Alliance 28,O28,2020,46-60,Male,44
Nova Alliance 28,O28,2020,Above 60,Female,31
Nova Alliance 28,O28,2020,Above 60,Male,183
Nova Alliance 28,O28,2021,18-25,Female,15
Nova Alliance 28,O28,2021,18-25,Male,3
Nova Alliance 28,O28,2021,26-45,Female,29
Nova Alliance 28,O28,2021,26-45,Male,153
Nova Alliance 28,O28,2021,46-60,Female,56
Nova Alliance 28,O28,2021,46-60,Male,23
Nova Alliance 28,O28,2021,Above 60,Female,0
Nova Alliance 28,O28,2021,Above 60,Male,173
Nova Alliance 28,O28,2022,18-25,Female,338
Nova Alliance 28,O28,2022,18-25,Male,0
Nova Alliance 28,O28,2022,26-45,Female,10
Nova Alliance 28,O28,2022,26-45,Male,27
Nova Alliance 28,O28,2022,46-60,Female,6
Nova Alliance 28,O28,2022,46-60,Male,35
Nova Alliance 28,O28,2022,Above 60,Female,0
Nova Alliance 28,O28,2022,Above 60,Male,98
Nova Alliance 28,O28,2023,18-25,Female,0
Nova Alliance 28,O28,2023,18-25,Male,83
Nova Alliance 28,O28,2023,26-45,Female,72
Nova Alliance 28,O28,2023,26-45,Male,16
Nova Alliance 28,O28,2023,46-60,Female,104
Nova Alliance 28,O28,2023,46-60,Male,86
Nova Alliance 28,O28,2023,Above 60,Female,74
Nova Alliance 28,O28,2023,Above 60,Male,125
Nova Alliance 28,O28,2024,18-25,Female,0
Nova Alliance 28,O28,2024,18-25,Male,207
Nova Alliance 28,O28,2024,26-45,Female,81
Nova Alliance 28,O28,2024,26-45,Male,90
Nova Alliance 28,O28,2024,46-60,Female,55
Nova Alliance 28,O28,2024,46-60,Male,13
Nova Alliance 28,O28,2024,Above 60,Female,116
Nova Alliance 28,O28,2024,Above 60,Male,51
Unity Hands 29,O29,2016,18-25,Female,43
Unity Hands 29,O29,2016,18-25,Male,17
Unity Hands 29,O29,2016,26-45,Female,96
Unity Hands 29,O29,2016,26-45,Male,67
Unity Hands 29,O29,2016,46-60,Female,10
Unity Hands 29,O29,2016,46-60,Male,25
Unity Hands 29,O29,2016,Above 60,Female,68
Unity Hands 29,O29,2016,Above 60,Male,0
Unity Hands 29,O29,2017,18-25,Female,70
Unity Hands 29,O29,2017,18-25,Male,91
Unity Hands 29,O29,2017,26-45,Female,36
Unity Hands 29,O29,2017,26-45,Male,0
Unity Hands 29,O29,2017,46-60,Female,19
Unity Hands 29,O29,2017,46-60,Male,78
Unity Hands 29,O29,2017,Above 60,Female,43
Unity Hands 29,O29,2017,Above 60,Male,2
Unity Hands 29,O29,2018,18-25,Female,9
Unity Hands 29,O29,2018,18-25,Male,37
Unity Hands 29,O29,2018,26-45,Female,78
Unity Hands 29,O29,2018,26-45,Male,125
Unity Hands 29,O29,2018,46-60,Female,77
Unity Hands 29,O29,2018,46-60,Male,19
Unity Hands 29,O29,2018,Above 60,Female,18
Unity Hands 29,O29,2018,Above 60,Male,0
Unity Hands 29,O29,2019,18-25,Female,89
Unity Hands 29,O29,2019,18-25,Male,50
Unity Hands 29,O29,2019,26-45,Female,5
Unity Hands 29,O29,2019,26-45,Male,103
Unity Hands 29,O29,2019,46-60,Female,0
Unity Hands 29,O29,2019,46-60,Male,22
Unity Hands 29,O29,2019,Above 60,Female,22
Unity Hands 29,O29,2019,Above 60,Male,37
Unity Hands 29,O29,2020,18-25,Female,207
Unity Hands 29,O29,2020,18-25,Male,4
Unity Hands 29,O29,2020,26-45,Female,39
Unity Hands 29,O29,2020,26-45,Male,47
Unity Hands 29,O29,2020,46-60,Female,5
Unity Hands 29,O29,2020,46-60,Male,0
Unity Hands 29,O29,2020,Above 60,Female,27
Unity Hands 29,O29,2020,Above 60,Male,6
Unity Hands 29,O29,2021,18-25,Female,21
Unity Hands 29,O29,2021,18-25,Male,22
Unity Hands 29,O29,2021,26-45,Female,208
Unity Hands 29,O29,2021,26-45,Male,0
Unity Hands 29,O29,2021,46-60,Female,115
Unity Hands 29,O29,2021,46-60,Male,33
Unity Hands 29,O29,2021,Above 60,Female,6
Unity Hands 29,O29,2021,Above 60,Male,40
Unity Hands 29,O29,2022,18-25,Female,79
Unity Hands 29,O29,2022,18-25,Male,62
Unity Hands 29,O29,2022,26-45,Female,0
Unity Hands 29,O29,2022,26-45,Male,117
Unity Hands 29,O29,2022,46-60,Female,51
Unity Hands 29,O29,2022,46-60,Male,7
Unity Hands 29,O29,2022,Above 60,Female,8
Unity Hands 29,O29,2022,Above 60,Male,82
Unity Hands 29,O29,2023,18-25,Female,83
Unity Hands 29,O29,2023,18-25,Male,2
Unity Hands 29,O29,2023,26-45,Female,132
Unity Hands 29,O29,2023,26-45,Male,67
Unity Hands 29,O29,2023,46-60,Female,68
Unity Hands 29,O29,2023,46-60,Male,38
Unity Hands 29,O29,2023,Above 60,Female,84
Unity Hands 29,O29,2023,Above 60,Male,0
Unity Hands 29,O29,2024,18-25,Female,66
Unity Hands 29,O29,2024,18-25,Male,81
Unity Hands 29,O29,2024,26-45,Female,36
Unity Hands 29,O29,2024,26-45,Male,165
Unity Hands 29,O29,2024,46-60,Female,79
Unity Hands 29,O29,2024,46-60,Male,23
Unity Hands 29,O29,2024,Above 60,Female,4
Unity Hands 29,O29,2024,Above 60,Male,0
Green Circle 30,O30,2019,18-25,Female,120
Green Circle 30,O30,2019,18-25,Male,52
Green Circle 30,O30,2019,26-45,Female,54
Green Circle 30,O30,2019,26-45,Male,0
Green Circle 30,O30,2019,46-60,Female,29
Green Circle 30,O30,2019,46-60,Male,45
Green Circle 30,O30,2019,Above 60,Female,15
Green Circle 30,O30,2019,Above 60,Male,40
Green Circle 30,O30,2020,18-25,Female,43
Green Circle 30,O30,2020,18-25,Male,77
Green Circle 30,O30,2020,26-45,Female,40
Green Circle 30,O30,2020,26-45,Male,0
Green Circle 30,O30,2020,46-60,Female,10
Green Circle 30,O30,2020,46-60,Male,50
Green Circle 30,O30,2020,Above 60,Female,52
Green Circle 30,O30,2020,Above 60,Male,128
Green Circle 30,O30,2021,18-25,Female,79
Green Circle 30,O30,2021,18-25,Male,99
Green Circle 30,O30,2021,26-45,Female,0
Green Circle 30,O30,2021,26-45,Male,21
Green Circle 30,O30,2021,46-60,Female,9
Green Circle 30,O30,2021,46-60,Male,55
Green Circle 30,O30,2021,Above 60,Female,21
Green Circle 30,O30,2021,Above 60,Male,94
Green Circle 30,O30,2022,18-25,Female,152
Green Circle 30,O30,2022,18-25,Male,21
Green Circle 30,O30,2022,26-45,Female,0
Green Circle 30,O30,2022,26-45,Male,18
Green Circle 30,O30,2022,46-60,Female,9
Green Circle 30,O30,2022,46-60,Male,232
Green Circle 30,O30,2022,Above 60,Female,74
Green Circle 30,O30,2022,Above 60,Male,14
Green Circle 30,O30,2023,18-25,Female,0
Green Circle 30,O30,2023,18-25,Male,118
Green Circle 30,O30,2023,26-45,Female,56
Green Circle 30,O30,2023,26-45,Male,22
Green Circle 30,O30,2023,46-60,Female,118
Green Circle 30,O30,2023,46-60,Male,63
Green Circle 30,O30,2023,Above 60,Female,150
Green Circle 30,O30,2023,Above 60,Male,61
Green Circle 30,O30,2024,18-25,Female,21
Green Circle 30,O30,2024,18-25,Male,52
Green Circle 30,O30,2024,26-45,Female,0
Green Circle 30,O30,2024,26-45,Male,43
Green Circle 30,O30,2024,46-60,Female,62
Green Circle 30,O30,2024,46-60,Male,243
Green Circle 30,O30,2024,Above 60,Female,91
Green Circle 30,O30,2024,Above 60,Male,47
Open Action 31,O31,2012,18-25,Female,0
Open Action 31,O31,2012,18-25,Male,103
Open Action 31,O31,2012,26-45,Female,9
Open Action 31,O31,2012,26-45,Male,58
Open Action 31,O31,2012,46-60,Female,11
Open Action 31,O31,2012,46-60,Male,35
Open Action 31,O31,2012,Above 60,Female,15
Open Action 31,O31,2012,Above 60,Male,15
Open Action 31,O31,2013,18-25,Female,16
Open Action 31,O31,2013,18-25,Male,63
Open Action 31,O31,2013,26-45,Female,4
Open Action 31,O31,2013,26-45,Male,9
Open Action 31,O31,2013,46-60,Female,0
Open Action 31,O31,2013,46-60,Male,8
Open Action 31,O31,2013,Above 60,Female,60
Open Action 31,O31,2013,Above 60,Male,76
Open Action 31,O31,2014,18-25,Female,1
Open Action 31,O31,2014,18-25,Male,0
Open Action 31,O31,2014,26-45,Female,60
Open Action 31,O31,2014,26-45,Male,35
Open Action 31,O31,2014,46-60,Female,12
Open Action 31,O31,2014,46-60,Male,7
Open Action 31,O31,2014,Above 60,Female,53
Open Action 31,O31,2014,Above 60,Male,67
Open Action 31,O31,2015,18-25,Female,16
Open Action 31,O31,2015,18-25,Male,38
Open Action 31,O31,2015,26-45,Female,14
Open Action 31,O31,2015,26-45,Male,19
Open Action 31,O31,2015,46-60,Female,35
Open Action 31,O31,2015,46-60,Male,0
Open Action 31,O31,2015,Above 60,Female,96
Open Action 31,O31,2015,Above 60,Male,21
Open Action 31,O31,2016,18-25,Female,0
Open Action 31,O31,2016,18-25,Male,3
Open Action 31,O31,2016,26-45,Female,38
Open Action 31,O31,2016,26-45,Male,3
Open Action 31,O31,2016,46-60,Female,22
Open Action 31,O31,2016,46-60,Male,20
Open Action 31,O31,2016,Above 60,Female,1
Open Action 31,O31,2016,Above 60,Male,147
Open Action 31,O31,2017,18-25,Female,25
Open Action 31,O31,2017,18-25,Male,0
Open Action 31,O31,2017,26-45,Female,47
Open Action 31,O31,2017,26-45,Male,6
Open Action 31,O31,2017,46-60,Female,53
Open Action 31,O31,2017,46-60,Male,3
Open Action 31,O31,2017,Above 60,Female,105
Open Action 31,O31,2017,Above 60,Male,8
Open Action 31,O31,2018,18-25,Female,38
Open Action 31,O31,2018,18-25,Male,10
Open Action 31,O31,2018,26-45,Female,76
Open Action 31,O31,2018,26-45,Male,0
Open Action 31,O31,2018,46-60,Female,65
Open Action 31,O31,2018,46-60,Male,10
Open Action 31,O31,2018,Above 60,Female,25
Open Action 31,O31,2018,Above 60,Male,39
Open Action 31,O31,2019,18-25,Female,115
Open Action 31,O31,2019,18-25,Male,24
Open Action 31,O31,2019,26-45,Female,8
Open Action 31,O31,2019,26-45,Male,0
Open Action 31,O31,2019,46-60,Female,33
Open Action 31,O31,2019,46-60,Male,27
Open Action 31,O31,2019,Above 60,Female,31
Open Action 31,O31,2019,Above 60,Male,2
Open Action 31,O31,2020,18-25,Female,44
Open Action 31,O31,2020,18-25,Male,35
Open Action 31,O31,2020,26-45,Female,59
Open Action 31,O31,2020,26-45,Male,84
Open Action 31,O31,2020,46-60,Female,47
Open Action 31,O31,2020,46-60,Male,14
Open Action 31,O31,2020,Above 60,Female,0
Open Action 31,O31,2020,Above 60,Male,17
Open Action 31,O31,2021,18-25,Female,125
Open Action 31,O31,2021,18-25,Male,0
Open Action 31,O31,2021,26-45,Female,24
